City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
Téra,14.01,0.75,99.37,10,0,9.93,NE,1603387289
Kaitangata,-46.28,169.85,48.24,78,100,3.89,NZ,1603387289
Narón,43.52,-8.15,61.61,67,20,13.87,ES,1603387289
Kruisfontein,-34.0,24.73,72.0,64,0,4.0,ZA,1603387289
Huntington Beach,33.66,-118.0,68.97,60,90,3.36,US,1603387017
Kharp,66.8,65.81,18.72,93,99,6.87,RU,1603387290
Khani,41.96,42.96,59.0,87,0,4.7,GE,1603387290
Brae,60.4,-1.35,42.8,81,40,8.05,GB,1603387290
Narsaq,60.92,-46.05,28.4,63,20,3.36,GL,1603387290
Sangar,63.92,127.47,13.53,95,90,4.27,RU,1603387290
Puerto del Rosario,28.5,-13.86,77.0,47,40,9.17,ES,1603387290
Esperance,-33.87,121.9,55.4,100,75,5.82,AU,1603387291
Vardø,70.37,31.11,37.4,74,75,19.46,NO,1603387291
Vao,-22.67,167.48,73.51,87,88,16.75,NC,1603386726
Chase,50.82,-119.69,37.0,90,31,1.79,CA,1603387291
Yellowknife,62.46,-114.35,23.0,85,90,8.05,CA,1603387269
Hambantota,6.12,81.12,80.1,80,67,15.5,LK,1603386712
Dikson,73.51,80.55,27.23,95,100,12.68,RU,1603387034
La Ronge,55.1,-105.28,24.8,79,90,8.05,CA,1603387292
Praia,14.92,-23.51,86.0,62,20,21.92,CV,1603387292
Tuatapere,-46.13,167.68,50.0,90,100,1.99,NZ,1603387292
San Cristobal,7.77,-72.22,89.6,43,20,21.92,VE,1603387292
Jacareacanga,-6.22,-57.75,97.12,38,84,3.18,BR,1603387293
Chanika,-5.42,38.02,74.53,67,50,8.95,TZ,1603387294
Mar del Plata,-38.0,-57.56,55.13,93,90,10.29,AR,1603387079
Norman Wells,65.28,-126.83,15.8,100,90,2.24,CA,1603387294
Guerrero Negro,27.98,-114.06,71.4,66,82,8.34,MX,1603387294
Chui,-33.7,-53.46,61.27,81,100,16.91,UY,1603387294
Barrow,71.29,-156.79,35.6,94,90,17.22,US,1603387295
Kalmunai,7.42,81.82,81.88,76,88,7.05,LK,1603387295
Klyuchi,52.27,79.17,40.59,65,79,12.15,RU,1603387295
Yulara,-25.24,130.99,73.4,43,0,16.11,AU,1603387295
Ughelli,5.49,6.01,79.7,88,94,4.32,NG,1603387296
San Patricio,28.02,-97.52,81.82,78,90,11.41,US,1603387296
Tasiilaq,65.61,-37.64,37.4,64,100,34.45,GL,1603387296
Palmer,42.16,-72.33,73.58,56,20,1.45,US,1603387296
Saint George,37.1,-113.58,60.8,21,1,1.43,US,1603386708
Bushehr,28.97,50.84,84.2,45,0,6.93,IR,1603387297
Conceição do Araguaia,-8.26,-49.26,98.15,34,49,6.58,BR,1603387297
Charlestown,-32.95,151.67,61.02,96,1,5.95,AU,1603387297
Mossamedes,-15.2,12.15,72.0,80,22,8.68,AO,1603387298
Amurzet,47.7,131.1,31.35,91,12,4.7,RU,1603387298
Trofors,65.53,13.41,32.0,89,75,1.12,NO,1603387298
Caravelas,-17.71,-39.25,80.6,69,80,7.02,BR,1603387298
Nāgaur,27.2,73.73,79.27,18,0,4.56,IN,1603387298
Nakama,33.82,130.7,60.22,87,75,5.82,JP,1603387299
Airai,-8.93,125.41,61.52,100,66,0.51,TL,1603387299
Madingou,-4.15,13.55,79.45,79,86,3.83,CG,1603387300
San Policarpo,12.18,125.51,80.51,81,94,3.85,PH,1603387300
Camacha,33.08,-16.33,68.0,64,20,12.75,PT,1603387300
Morgan City,29.7,-91.21,83.08,83,75,10.29,US,1603387095
Ponta do Sol,32.67,-17.1,67.5,56,40,2.24,PT,1603387300
Ucluelet,48.93,-125.55,44.22,93,75,5.01,CA,1603387012
Puerto Ayora,-0.74,-90.35,72.5,83,75,18.34,EC,1603387301
Avarua,-21.21,-159.78,73.4,94,98,5.82,CK,1603387286
Dayong,25.02,118.29,69.8,73,0,13.42,CN,1603387301
Ürümqi,43.8,87.6,50.0,31,0,6.71,CN,1603387301
Xichang,27.9,102.26,54.61,73,91,2.53,CN,1603387302
Kidal,18.44,1.41,97.21,9,0,10.16,ML,1603387302
Geraldton,-28.77,114.6,57.2,76,0,9.17,AU,1603387302
Flinders,-34.58,150.86,63.0,88,15,1.01,AU,1603387302
São Borja,-28.66,-56.0,92.5,40,58,5.48,BR,1603387303
Rumonge,-3.97,29.44,75.24,77,98,0.98,BI,1603387303
Cam Ranh,11.92,109.16,82.4,78,20,8.05,VN,1603387303
Igrim,63.19,64.42,20.73,94,67,5.17,RU,1603387303
Linjiang,41.81,126.91,34.05,85,83,2.89,CN,1603387303
San Fernando,15.03,120.69,77.0,100,75,6.93,PH,1603387304
São Filipe,14.9,-24.5,81.95,72,5,9.33,CV,1603387296
Buala,-8.14,159.59,79.2,73,99,2.55,SB,1603387304
Jaguaruna,-28.61,-49.03,68.09,91,100,12.1,BR,1603387304
Omboué,-1.57,9.26,78.17,83,88,9.26,GA,1603387304
Waspán,14.74,-83.97,90.01,54,69,4.9,NI,1603387305
Sakakah,29.97,40.21,82.4,11,0,3.36,SA,1603387305
Stillwater,36.12,-97.06,81.01,48,1,21.92,US,1603387306
Klaksvík,62.23,-6.59,39.2,66,91,13.87,FO,1603387306
Rawson,-43.3,-65.1,73.9,27,0,11.83,AR,1603387306
Pevek,69.7,170.31,29.5,96,0,21.03,RU,1603387028
Gambo,4.65,22.26,69.37,97,98,1.21,CF,1603387307
At-Bashi,41.17,75.81,37.4,68,54,1.57,KG,1603387307
Agadez,19.75,10.25,87.67,14,0,11.52,NE,1603387307
Port Alberni,49.24,-124.8,44.91,70,75,4.7,CA,1603387307
Tabou,4.42,-7.35,80.24,82,42,7.83,CI,1603387308
Wołów,51.34,16.64,60.6,67,0,9.17,PL,1603387308
General Roca,-39.03,-67.58,62.6,51,75,8.05,AR,1603386714
Walvis Bay,-22.96,14.51,64.22,72,10,8.05,NA,1603387297
Sitka,57.05,-135.33,33.8,40,20,5.82,US,1603387308
Dudinka,69.41,86.18,12.2,85,40,4.47,RU,1603387308
Gold Coast,-28.0,153.43,67.5,82,75,1.12,AU,1603387062
Mizhou,35.99,119.4,45.95,52,0,6.49,CN,1603387309
La Sarre,48.8,-79.2,37.56,95,98,5.41,CA,1603387309
Sarankhola,22.31,89.79,74.14,97,100,4.16,BD,1603387309
Pacific Grove,36.62,-121.92,56.98,93,90,3.36,US,1603387310
Padang,-0.95,100.35,79.48,65,100,3.74,ID,1603387310
Acapulco de Juárez,16.86,-99.89,84.2,79,40,4.7,MX,1603387128
Souillac,-20.52,57.52,75.2,73,40,9.17,MU,1603387310
Ostrovnoy,68.05,39.51,28.69,94,83,9.51,RU,1603387311
East London,-33.02,27.91,69.8,83,0,9.17,ZA,1603387251
Popondetta,-8.75,148.25,73.9,85,99,2.86,PG,1603387311
Castro,-24.79,-50.01,77.2,46,0,8.95,BR,1603387312
Garoowe,8.41,48.48,88.97,34,98,3.76,SO,1603387312
Angoram,-4.06,144.07,71.42,94,74,2.15,PG,1603387313
Almazar,40.32,69.01,53.6,50,90,8.95,UZ,1603387313
Kununurra,-15.77,128.73,82.4,78,90,8.05,AU,1603387314
Magistral'nyy,56.17,107.45,30.52,96,12,6.33,RU,1603387314
Viedma,-40.81,-63.0,68.68,49,85,13.94,AR,1603387314
Vanavara,60.34,102.28,38.53,84,100,11.63,RU,1603387314
Flin Flon,54.77,-101.86,28.4,63,75,11.41,CA,1603387314
Beringovskiy,63.05,179.32,38.34,86,24,11.92,RU,1603387293
Ust-Kuyga,70.02,135.6,2.28,92,69,7.58,RU,1603387315
Cidreira,-30.18,-50.21,66.92,84,100,21.32,BR,1603387315
Beloha,-25.17,45.05,72.86,75,0,20.02,MG,1603387315
Jhelum,32.93,73.73,71.31,23,0,2.82,PK,1603387315
Adrar,20.5,-10.07,93.9,12,34,4.74,MR,1603387316
Taksimo,56.34,114.88,18.93,92,5,1.23,RU,1603387316
Mount Gambier,-37.83,140.77,53.6,93,90,4.7,AU,1603387316
Kupang,-10.17,123.58,79.56,73,81,3.74,ID,1603387316
Coquimbo,-29.95,-71.34,57.2,76,90,8.05,CL,1603387316
Havelock,34.88,-76.9,78.58,65,1,14.99,US,1603387317
Taoudenni,22.68,-3.98,97.0,10,5,2.86,ML,1603387265
Inírida,3.87,-67.92,94.14,49,85,1.79,CO,1603387317
Dogondoutchi,13.64,4.03,96.64,10,0,8.12,NE,1603387317
Haining,30.54,120.69,60.58,67,40,4.47,CN,1603387318
Pisco,-13.7,-76.22,69.01,64,0,13.87,PE,1603387318
Port Hedland,-20.32,118.57,71.6,88,0,10.29,AU,1603387318
Vostok,46.49,135.88,30.49,98,94,1.79,RU,1603387318
Shizukuishi,39.68,140.98,55.58,90,100,1.86,JP,1603387319
Naze,28.37,129.48,75.2,100,75,11.41,JP,1603387319
Nizhniy Kuranakh,58.84,125.49,10.24,92,18,3.38,RU,1603387319
Kabin Buri,13.95,101.72,73.4,83,99,4.36,TH,1603387320
Sarangani,5.4,125.46,83.55,70,68,2.24,PH,1603387320
Loksa,59.58,25.72,53.6,93,90,19.46,EE,1603387320
Takoradze,4.88,-1.76,80.73,81,26,9.91,GH,1603387320
Toamasina,-18.17,49.38,77.0,83,75,9.17,MG,1603387320
Sept-Îles,50.2,-66.38,41.74,69,75,10.29,CA,1603387202
Solnechnyy,50.72,136.63,33.51,92,0,3.53,RU,1603387321
Manado,1.49,124.85,73.4,94,20,1.12,ID,1603387321
Magadan,59.57,150.8,30.25,91,98,11.43,RU,1603387321
Ribeira Grande,38.52,-28.7,66.2,59,75,9.17,PT,1603387322
Svay Rieng,11.09,105.8,77.32,89,100,7.43,KH,1603387322
Haines Junction,60.75,-137.51,17.06,86,0,1.81,CA,1603387315
Cayenne,4.93,-52.33,91.4,55,16,13.87,GF,1603387116
Mayumba,-3.43,10.66,76.62,86,80,5.3,GA,1603387322
Comodoro Rivadavia,-45.87,-67.5,66.2,45,0,5.82,AR,1603387323
Olafsvik,64.89,-23.71,41.34,78,100,29.42,IS,1603387323
Praia da Vitória,38.73,-27.07,67.57,82,20,9.82,PT,1603387323
Kurāra,25.98,79.98,78.73,34,0,3.94,IN,1603387323
Turukhansk,65.82,87.98,17.19,96,100,8.21,RU,1603386739
Longyearbyen,78.22,15.64,21.2,79,20,9.17,SJ,1603387031
Pascagoula,30.37,-88.56,83.41,66,40,8.05,US,1603387103
Bako,5.78,36.57,65.03,87,65,5.06,ET,1603387324
Viçosa,-20.75,-42.88,82.0,28,73,1.01,BR,1603387138
Chicama,-7.84,-79.15,64.4,82,40,12.75,PE,1603387325
Broome,42.25,-75.83,64.27,73,90,5.82,US,1603387252
Methóni,36.82,21.7,68.7,63,40,13.87,GR,1603387326
Erenhot,43.65,111.98,34.86,70,0,6.11,CN,1603387326
Diego de Almagro,-26.37,-70.05,83.44,15,0,13.8,CL,1603387326
Belaya Gora,68.53,146.42,5.02,90,43,5.75,RU,1603386728
Shamary,57.34,58.22,24.67,94,84,7.34,RU,1603387326
Laguna,38.42,-121.42,66.96,25,1,17.22,US,1603387326
Kawambwa,-9.79,29.08,77.49,39,83,2.08,ZM,1603387327
Andreapol',56.65,32.27,49.08,92,100,11.07,RU,1603387327
Cruzeiro do Sul,-29.51,-51.99,82.35,65,65,10.09,BR,1603387327
Kahului,20.89,-156.47,69.84,72,1,2.48,US,1603387327
Almaznyy,48.04,40.05,59.0,72,20,8.95,RU,1603387328
Richards Bay,-28.78,32.04,69.98,82,91,12.39,ZA,1603387328
Bondo,3.81,23.69,70.05,90,82,0.18,CD,1603387328
Paamiut,61.99,-49.67,31.26,83,0,24.61,GL,1603387328
Padilla,3.22,-76.31,86.88,48,40,4.7,CO,1603387328
Goderich,43.75,-81.72,48.74,88,100,14.05,CA,1603387328
Kitimat,54.05,-128.65,33.01,95,86,3.38,CA,1603387329
Asău,46.43,26.4,55.99,64,0,5.48,RO,1603387329
Hokitika,-42.72,170.97,45.82,87,99,3.76,NZ,1603387329
Kurumkan,54.3,110.3,28.87,90,2,2.28,RU,1603387329
Miranda,3.25,-76.23,86.88,48,40,4.7,CO,1603387330
Halifax,44.65,-63.57,65.7,60,75,9.17,CA,1603387200
Constitución,-35.33,-72.42,61.2,60,0,12.28,CL,1603387330
Kalevala,65.2,31.17,37.71,96,100,11.77,RU,1603387330
Cap Malheureux,-19.98,57.61,72.0,74,0,1.01,MU,1603387330
Port Lincoln,-34.73,135.87,59.0,92,100,13.15,AU,1603387331
Kismayo,-0.36,42.55,80.33,82,23,15.39,SO,1603387273
Tiznit Province,29.58,-9.5,65.86,69,100,7.78,MA,1603387331
Hastināpur,29.17,78.02,73.85,27,0,6.15,IN,1603387332
Aipe,3.22,-75.24,90.48,42,100,3.69,CO,1603387332
Ancud,-41.87,-73.82,57.2,54,0,5.82,CL,1603387300
Poya,-21.35,165.15,71.6,85,99,4.56,NC,1603387332
Batagay,67.63,134.63,3.36,91,0,3.36,RU,1603387333
Lebu,-37.62,-73.65,54.32,72,0,13.89,CL,1603387333
Saint Anthony,45.02,-93.22,33.13,86,90,5.82,US,1603387333
Etchojoa,26.92,-109.63,90.45,61,0,14.0,MX,1603387333
Tingo María,-9.29,-76.01,77.0,73,75,2.24,PE,1603387334
Birjand,32.87,59.22,55.4,22,0,5.06,IR,1603387334
Darnah,32.77,22.64,69.73,69,19,17.18,LY,1603387334
Ulaangom,49.98,92.07,29.28,93,52,1.25,MN,1603386734
Ndélé,8.41,20.65,73.72,87,18,2.68,CF,1603387335
Ponta Delgada,37.73,-25.67,64.4,68,75,10.29,PT,1603387335
Enshi,30.3,109.48,55.26,75,0,0.56,CN,1603387335
Saint-Joseph,-21.37,55.62,69.71,73,0,17.22,RE,1603387335
Hirara,24.8,125.28,74.3,87,100,31.63,JP,1603387335
Sungai Penuh,-2.08,101.38,66.02,79,100,2.44,ID,1603387325
Peniche,39.36,-9.38,63.61,80,2,8.99,PT,1603386742
Tadine,-21.55,167.88,74.16,86,100,13.85,NC,1603387336
Mirny,62.54,113.96,26.6,92,90,4.47,RU,1603387336
Glasgow,55.87,-4.26,48.72,87,75,8.05,GB,1603387148
Meadow Lake,34.8,-106.54,69.62,15,1,5.82,US,1603387290
Rocha,-34.48,-54.33,58.73,86,100,12.35,UY,1603387337
Los Llanos de Aridane,28.66,-17.92,69.49,56,75,6.93,ES,1603387337
Clyde River,70.47,-68.59,15.8,78,1,3.36,CA,1603387337
Zhigalovo,54.81,105.16,31.32,95,0,2.77,RU,1603387337
Marsá Maţrūḩ,31.35,27.25,73.4,56,75,10.29,EG,1603387338
Xiongyue,40.18,122.12,44.56,53,0,13.82,CN,1603387338
Escanaba,45.75,-87.06,38.8,80,90,5.82,US,1603387338
Wenatchee,47.42,-120.31,41.11,69,75,8.05,US,1603387334
Rabo de Peixe,37.8,-25.58,64.4,68,75,10.29,PT,1603387339
Broken Hill,-31.95,141.43,68.0,64,75,11.41,AU,1603387339
Lavrentiya,65.58,-171.0,35.02,88,5,4.27,RU,1603387339
Haapiti,-17.57,-149.87,78.55,78,20,9.01,PF,1603387339
Khasan,42.43,130.64,44.2,61,97,17.69,RU,1603387339
Alihe,50.57,123.72,27.19,82,0,7.4,CN,1603387339
Ilulissat,69.22,-51.1,28.4,79,75,11.41,GL,1603387340
Buguruslan,53.66,52.44,33.26,87,94,6.76,RU,1603387340
La Peca,-5.61,-78.44,76.1,71,72,4.03,PE,1603387340
Camocim,-2.9,-40.84,86.58,62,73,18.23,BR,1603387340
Nuuk,64.18,-51.72,28.2,68,5,10.29,GL,1603387341
Boden,65.83,21.69,30.2,92,75,11.41,SE,1603387139
La Cumbre,-30.98,-64.49,65.37,82,40,5.82,AR,1603387341
Ust-Nera,64.57,143.2,14.65,90,100,6.24,RU,1603387342
Serenje,-13.23,30.24,73.11,41,55,5.08,ZM,1603387342
Kontagora,10.4,5.47,84.29,40,5,3.15,NG,1603387342
Galesong,-5.32,119.37,73.4,88,20,2.24,ID,1603387342
Wanaka,-44.7,169.15,46.0,71,91,1.01,NZ,1603387264
Whitehorse,60.72,-135.05,8.6,84,90,3.36,CA,1603387342
Namatanai,-3.67,152.43,79.99,79,91,9.22,PG,1603387343
Kentau,43.52,68.51,46.38,54,100,3.8,KZ,1603387343
Sikonge,-5.63,32.77,80.6,26,40,13.87,TZ,1603387343
Bauchi,10.5,10.0,82.56,23,59,2.98,NG,1603387344
Kuala Terengganu,5.33,103.14,77.0,88,40,4.7,MY,1603387345
Mariehamn,60.1,19.93,48.2,100,90,9.17,AX,1603387345
Camden,39.78,-74.97,73.06,88,90,1.77,US,1603387346
Hay River,60.82,-115.8,24.8,85,90,14.99,CA,1603387346
Freeport,40.66,-73.58,67.78,88,90,4.7,US,1603387234
Kargasok,59.06,80.86,30.88,98,61,8.86,RU,1603387347
Aldan,58.6,125.39,8.49,93,17,5.17,RU,1603387347
Yerbogachën,61.28,108.01,36.19,85,100,11.54,RU,1603387347
Malakal,9.53,31.66,78.84,75,42,4.74,SS,1603387347
Grand-Santi,4.25,-54.38,99.05,29,28,4.5,GF,1603387348
Homer,59.64,-151.55,37.58,69,20,9.17,US,1603387348
Kiryat Gat,31.61,34.76,78.6,61,0,2.24,IL,1603387348
Iracoubo,5.48,-53.2,87.08,64,25,11.63,GF,1603387348
San Lorenzo,-25.33,-57.53,96.8,37,40,11.41,PY,1603387349
Codrington,-38.27,141.97,51.91,94,100,6.2,AU,1603387349
Ambilobe,-13.2,49.05,77.4,61,0,4.99,MG,1603387349
Zonalnaya Stantsiya,56.43,85.02,34.95,74,20,11.18,RU,1603387349
Jérémie,18.65,-74.12,84.56,66,100,4.65,HT,1603387349
Rafrāf,37.19,10.18,76.1,53,40,11.41,TN,1603387350
Waipawa,-41.41,175.52,53.29,82,8,16.11,NZ,1603387350
Sinnamary,5.38,-52.95,86.58,67,25,10.33,GF,1603387350
Caçapava do Sul,-30.51,-53.49,75.56,65,76,10.33,BR,1603387350
Meulaboh,4.14,96.13,78.17,84,100,4.16,ID,1603387350
Bonavista,48.65,-53.11,60.01,86,99,20.0,CA,1603387350
Pimentel,-6.84,-79.93,75.2,57,0,11.41,PE,1603387351
Baleno,12.47,123.5,80.89,84,93,5.35,PH,1603387351
Tashtagol,52.77,87.89,38.07,90,100,4.43,RU,1603387351
Kabalo,-6.05,26.92,75.27,87,88,2.44,CD,1603387351
Saint-Pierre,-21.34,55.48,70.48,73,0,17.22,RE,1603387351
Röthenbach,47.62,9.98,55.45,45,92,3.6,DE,1603387352
Port Blair,11.67,92.75,80.96,84,26,12.95,IN,1603387352
Fukuechō,32.69,128.84,63.28,64,88,29.28,JP,1603387352
Lagos,6.58,3.75,87.8,70,40,10.29,NG,1603387353
Rome,43.21,-75.46,59.22,67,90,4.7,US,1603387205
Saldanha,-33.01,17.94,64.4,68,19,10.29,ZA,1603387353
Rundu,-17.93,19.77,85.98,14,16,4.99,NA,1603387353
Coyhaique,-45.58,-72.07,59.0,33,0,4.7,CL,1603387111
Alugan,12.22,125.48,80.22,81,96,3.67,PH,1603387353
Hunterville,-39.93,175.57,46.45,97,1,3.74,NZ,1603387354
Koygorodok,60.45,51.0,24.21,94,71,2.39,RU,1603387354
Boende,-0.22,20.87,73.87,95,70,1.74,CD,1603387354
Adet,11.26,37.49,57.63,82,11,5.01,ET,1603387355
Pictou,45.68,-62.72,60.3,63,61,5.01,CA,1603387355
Matara,5.95,80.54,79.3,85,47,10.42,LK,1603387086
Belluno,46.15,12.22,53.24,86,99,1.48,IT,1603387355
